word,count
lep,1118170
mcp,1117759
ltc,1116174
gli,1115526
opc,1115338
fec,1114742
cou,1114097
awd,1113455
pew,1113421
coz,1113081
unk,1112846
reb,1112692
cic,1112237
ldp,1111740
msr,1110894
asx,1110652
dhl,1107599
hcv,1107556
tzu,1106507
yeh,1105898
ahh,1105375
hsa,1104415
gtp,1102164
cnr,1101597
mdc,1101230
tsa,1100926
akg,1100640
ttm,1100591
ott,1099626
bsn,1099589
hsc,1098845
fad,1098363
tse,1098204
tdi,1097983
ain,1096838
zee,1093889
cfc,1093641
isu,1093620
stm,1093592
tif,1093174
cbi,1093148
usn,1092352
heb,1092164
luz,1091837
rvs,1090435
rhs,1087058
oop,1086141
bah,1083627
doa,1082886
ase,1081301
osg,1081269
xlr,1080023
esi,1079823
ubs,1079605
anu,1079196
fol,1079067
vom,1078427
cai,1078053
swe,1077593
igp,1075093
lar,1073991
zap,1073302
gaa,1072836
lal,1072332
bjc,1071974
cfm,1071871
gms,1071500
poc,1071019
pny,1070413
hoy,1069715
pdr,1069226
bhp,1069158
pho,1068847
ust,1068690
mak,1068284
hci,1067536
xix,1066918
ctw,1065693
tbs,1065556
sct,1065463
cog,1065271
sfo,1065057
uci,1063218
hap,1063136
dti,1063077
wwi,1061487
jap,1061217
usf,1060936
cea,1060510
eet,1060212
sua,1059911
ipa,1059039
dfw,1058818
vax,1057295
yak,1056994
muy,1056661
aap,1056489
pto,1056046
ela,1055248
csm,1051828
ifn,1050648
cee,1049659
yee,1049505
jpl,1049203
lhc,1048525
lew,1048212
ong,1047765
trs,1046429
ddd,1045998
pwd,1044570
jdk,1043665
sop,1043628
stn,1041229
woe,1040184
nge,1038624
adf,1037994
jax,1037746
iam,1037240
nts,1033484
rbc,1033257
cob,1033106
mcl,1032782
sfc,1032263
sss,1032156
lbp,1031872
tcc,1031384
kam,1031306
ecg,1031058
dca,1030303
lua,1030282
lpg,1030257
erm,1028321
rfi,1028319
fen,1028033
kjv,1026953
eid,1025911
fel,1024542
ucl,1024399
poa,1024369
ntt,1023610
qvc,1020554
pws,1019463
tbc,1018503
vod,1018236
tnf,1017387
ere,1017200
gto,1016934
dao,1016773
yam,1016356
ple,1016117
rmi,1012779
ard,1010555
lok,1010013
cdl,1009558
gar,1008289
ltr,1007655
uwe,1006656
wsw,1005315
vnc,1005144
dnf,1005036
chp,1004956
ioc,1003900
abd,1002385
cay,1002108
jog,1001808
ipx,1001372
bia,1000884
poi,1000422
cti,999190
tei,998924
lms,997827
hsu,997115
pel,995822
amo,995508
moh,994751
doj,992958
ipm,992935
rnd,992845
lsi,992692
gtr,992323
sdi,992080
wnw,991475
iac,991034
nss,990710
smi,990362
jak,988275
rnb,987791
aig,987663
agc,986569
spo,985998
jai,985923
vbr,984928
qed,984828
acd,982416
alp,981474
edo,981210
dvm,980303
thq,979841
cmo,979212
jos,978625
pia,978459
cmg,978193
fis,976454
ola,975073
wmf,974604
dwg,973078
oda,972531
ppb,972495
pwr,970509
oma,970173
rfq,969227
yao,968228
npt,968121
oid,967797
lda,967662
mma,967483
tux,966952
cfd,966772
niv,966558
cdg,966484
gid,965159
awg,964478
pki,964199
bev,963441
eai,963423
frs,963271
osc,963011
gss,962409
avp,961704
tpc,958720
cmf,958598
rsc,958428
xfn,957326
msw,956843
eel,956144
wic,955943
ffa,955141
ell,953465
dix,953273
dor,952890
pnp,951765
glo,951576
psf,950636
mkt,950541
nae,948489
wep,948120
uab,948040
olp,947879
mgp,947377
bao,946545
bil,946331
tep,946104
tut,945899
mdr,945567
adt,942376
alf,942301
uso,941457
jst,941386
ith,940050
jsf,939389
jms,938106
mbs,938027
idf,937868
noe,936393
kun,935922
dbl,935814
bsp,935417
lse,934843
cci,934284
cna,933583
aoc,932405
aci,930144
acr,929791
gro,929405
caf,929033
sro,928635
ppi,928587
noc,928505
wht,928129
emf,927247
cer,926658
etf,925343
sph,924342
noi,923873
acf,923518
bae,923422
vdr,923099
tms,923088
kew,922592
ytd,922580
xin,922558
hol,921731
qms,920631
abr,920451
sda,920412
jcb,920359
wpa,920320
ctf,920173
nia,918473
hav,918122
saf,917199
htc,916974
gsi,915998
ree,915443
pma,915345
chm,915249
hpc,915130
dfi,914648
riu,913821
iom,913818
snd,912152
dlt,911151
dtv,910938
rtn,910795
cep,910494
rfa,910110
msd,909596
cde,909516
ecd,906612
rtd,906461
akc,906429
cgc,906420
ipr,905270
oar,904125
dic,903371
pio,903171
afa,902566
hof,901861
rfe,901007
smo,900572
nik,899811
bai,899696
ltl,898004
ute,897846
pnt,896934
sou,896817
wip,896414
itp,895610
gma,895113
jed,894798
ele,893888
lsp,893595
rol,893533
bri,893505
cjk,893238
ctv,892878
esb,892625
tca,891329
avn,891310
kar,890187
aic,889865
rps,889240
cmu,889226
vps,889013
fdc,888232
bom,887929
srt,887651
asd,887319
hrc,886333
sfx,886242
nth,886135
srm,885698
epc,885456
xxi,885167
yah,884520
pra,883874
eax,882871
nbr,882490
ptc,882440
mtl,881512
apj,880994
kal,880963
fai,880818
ccp,880733
ifa,880628
gbc,880469
mro,879225
fcs,879085
mec,878624
bts,878083
xps,877951
dda,877857
slo,877679
dap,877625
ssr,877411
mtc,877236
cav,877191
rrr,877113
upi,876962
sna,876564
eeg,876324
pes,875938
ctl,874653
huf,874298
mgi,873759
mce,873271
hsv,873177
ori,872912
cny,872185
nab,871774
edm,870051
osa,869829
bmd,869650
rpt,869614
ppo,869155
pag,869040
lui,868809
ivf,867008
ade,865770
vcc,865086
pau,864325
alb,863789
bpa,862923
fms,862654
edn,862176
ota,862103
iol,861865
lun,861305
snl,861134
vai,861083
rcd,860693
uhr,860409
cae,859477
lrc,858138
tvr,857943
ped,857816
peo,857721
eea,856999
bcp,856927
tid,856784
dfa,856701
edc,856187
ayr,855983
skb,855910
qcd,855851
rtc,854293
upn,853173
wea,852937
ral,852577
jem,852527
afm,852226
acn,851349
eee,850891
wye,850654
wsj,850611
wrc,848058
erc,846694
bjp,846279
nne,845652
myx,845235
sdr,845145
myc,843956
kgs,843641
nai,843548
esf,841773
bls,841403
paq,841163
gon,840908
wtb,839174
loo,838586
ghc,838163
eam,837839
smu,837501
ahl,837397
gcn,837067
ccl,836531
crp,835921
hkd,835285
wel,834723
eft,834657
hir,834553
nar,834213
idm,833960
mrp,833712
mep,833327
jvm,833113
nus,832617
edd,831899
roo,831225
cru,829127
ary,828151
mcr,827750
uga,827739
chg,827698
eso,827578
cri,827467
pcl,827242
bba,827194
wis,827005
ook,826968
cro,826599
plt,826226
enc,826190
gow,826079
ivr,825856
cbo,825426
dio,824613
icm,823894
nin,823522
hrt,823402
oso,822328
nsc,822193
irr,822188
fca,821889
drg,821792
alc,821446
arb,821147
wms,820924
cmi,820001
msf,819678
awk,819454
jac,818788
lcr,818524
aon,818190
ocs,818049
bak,817989
ddc,817768
vca,817450
mtr,816580
cty,816376
apm,816180
seu,816056
gcs,815446
sab,815338
mtd,814891
soi,814211
bcl,814152
dru,813893
lpn,812849
hos,811756
vas,811307
rnc,810309
zig,810033
tcg,809626
alu,809413
lsa,808685
lii,808120
cfg,807901
tvc,807841
elt,807125
ite,806790
coy,805301
mmv,805002
ebi,804902
sbd,804829
nnw,804336
boz,803963
nit,803690
rab,803468
sra,802856
sog,802844
mlk,802500
bec,801894
fof,801838
tss,800925
thc,800524
bef,800062
ppe,799707
tso,799532
epp,799515
rcp,798953
sdm,798926
dtp,798234
gnl,797770
sob,797503
gfp,796649
mdi,796367
gac,796272
plm,793414
gts,793077
icf,792729
xfx,792347
tsr,792244
lod,792188
cmr,792063
fia,791421
pdu,790403
cie,790150
saa,790124
pwc,789626
shp,789258
chl,789197
apn,788980
klm,788630
dtr,788110
rox,787390
arf,787113
isr,786185
vir,786138
wfp,785801
gpc,785408
zeu,784840
hrm,783033
bij,782990
abp,782935
tpa,782696
sdf,781787
vcs,780809
mcf,780728
ful,780414
lcc,780083
asr,779429
lfs,779150
slp,778852
tol,778670
bnp,778600
lem,778165
ucb,777915
mnh,777745
nop,777664
mse,777505
sio,777200
gef,776737
pmp,775864
ghg,775568
ocz,774860
zak,774508
lia,774348
gtx,773290
mua,772983
gla,771802
sav,771612
rpi,770415
hcc,770361
tio,770193
ppd,770078
gfx,769498
svr,769157
lmb,769083
tps,768923
stk,768873
prp,768367
dum,768244
bol,768207
agr,768186
oat,767422
rmb,767041
mdf,766963
ebb,766862
avc,766761
brw,766515
lak,766290
fsf,765561
mee,764543
tla,764390
isk,763891
jeb,763347
fdr,762882
vfs,762852
dlc,762741
sfr,762488
cyp,762160
mab,761904
ine,761588
xlt,761480
gab,761419
baa,760809
neq,760688
ote,759604
ond,759448
ncs,759387
dpf,759078
dxf,758386
aws,757244
dtc,757215
chc,757134
gls,756839
vst,756382
nls,756045
vee,754126
emb,753627
ato,753495
umc,753149
nei,752406
nha,752260
jah,752165
dsr,752124
lta,752076
aer,751952
wnd,751705
ulm,750877
ure,750260
cwt,749804
jae,749717
ddt,746864
loa,746812
tga,746802
agi,746367
dce,745105
kfc,744841
mul,744151
fag,743707
nrw,743515
ucd,742351
nda,741913
oes,741714
oai,741497
fbo,740850
gat,740844
haw,740732
mvn,740391
ise,740106
vfr,740069
gra,739610
ppa,738365
mip,738268
sor,738041
vgn,737904
csn,737794
ane,737466
tsc,737134
gfs,737130
okc,736107
reo,735567
boi,734472
toi,734431
apl,734248
rok,734170
oxo,733962
hah,733893
mlo,733564
fff,733290
rta,733192
oup,732968
fim,732068
bor,731700
pld,731476
ctp,731437
ako,731264
hss,730628
fft,730456
gry,730248
ihs,729971
tun,729783
zaf,729603
nsp,729199
jab,728373
cdd,727929
cga,727709
pss,726866
idp,725744
tsb,725610
bca,725334
soe,725241
nbs,724844
amb,724602
guo,724400
esr,724286
sce,724270
zed,723574
krw,723194
dtm,722930
wok,721724
sof,721198
cag,721061
tcu,720352
duc,720031
iia,719808
zim,719791
jsr,719595
nwn,719478
siu,719331
jkt,719272
wcs,719181
pse,718497
ous,718372
enr,717801
ens,717319
fpc,716742
brl,716629
wor,716560
dha,716495
wot,716416
aml,715769
clc,715509
mln,714798
nvq,714516
ocd,714509
ryu,714507
cif,712428
epo,712170
mcm,712164
ucf,712129
sfa,712024
pon,711807
lvm,710948
uit,710941
bok,710569
msx,710386
ort,709723
utm,709297
urs,709189
kds,709159
atg,708583
nnn,707758
vob,707539
hbp,707161
atr,706996
gpu,706756
fea,706328
rdr,705762
jer,705589
tix,705348
oas,704893
lnb,704782
seb,703928
ttt,703614
cim,703557
shs,703442
azz,703122
efi,702813
tou,702666
ifp,701433
sml,701084
pti,701039
ema,700668
tch,700292
eno,700021
cus,699890
gio,699874
dmd,698469
gaz,698126
rsi,697477
pob,697441
ods,697397
adl,696490
crl,696473
ubi,695630
elo,695240
tus,695151
zas,694705
nog,693906
fei,693847
ett,693766
ags,693577
zzz,693209
oui,693168
tsg,693112
ano,693103
epl,693084
dra,692526
lga,692025
fod,690938
tng,690832
mun,690756
skk,690708
cmm,690706
chn,690113
jse,690101
ibc,689588
efa,689451
tdc,689046
hea,688199
ffs,688149
bmj,688129
ofc,687806
hdv,687692
gmo,687337
sdc,687305
coc,687263
thd,687090
wid,685205
agg,684976
btn,684542
ohs,684292
rns,684122
nrg,684093
sev,683579
swt,683442
alm,682775
wst,681920
hbs,681639
dvs,681021
hed,680469
ayn,680058
iop,678803
stb,678077
slt,677739
fss,677153
bcd,676712
fkq,676690
iit,676667
ktm,676090
hsp,675689
bir,675551
fsm,675485
ker,675110
dte,675108
sga,674788
bfi,674350
meu,673903
ctd,673762
wha,673618
wdm,672697
mim,672065
idn,671886
nrl,671414
mmp,670874
mew,670699
igf,670509
ced,669655
smr,669579
itm,669284
ath,669231
pwm,669019
rls,668235
grd,667926
osd,667791
atb,667746
ctg,667728
gri,666487
rsp,665950
eir,665822
yap,665660
dpt,665373
ssm,665065
fos,664832
kee,661954
mgs,661579
msl,661549
eon,661163
wcc,660891
uta,660374
dqg,660175
vfd,659947
tet,659362
nao,658487
pde,658401
msb,658186
dpp,658034
dmg,657817
sdh,657593
daw,657495
cml,656974
zna,655990
psr,655964
sgs,655518
rbs,655239
jrr,654867
iwc,654853
vcl,654796
lto,654695
emr,654228
ner,653666
sfu,653606
bbl,653093
ots,652999
wer,652990
rav,652895
osp,651724
jhi,651510
amf,651488
cvd,650289
lhs,650052
hur,649483
gnc,649458
efl,649266
igs,649230
dil,649006
wia,648931
dsu,648369
idr,648270
mam,648152
awt,647406
dci,647277
fcp,646879
ncp,646086
bcm,645768
aea,645493
gnp,645240
xor,644864
wim,644148
puc,644122
twa,643531
aat,643308
deh,643083
scf,642833
dpa,641290
btc,641234
nir,640842
bss,640685
meh,639766
wag,639468
mme,638284
mco,638026
fdd,637687
vec,637272
nio,636646
wsi,636622
prn,635844
keg,635769
dfs,635683
eac,635570
pis,635260
iee,635181
spm,634835
dji,634445
ipp,634429
ena,634210
nms,634056
gsc,633819
sqm,633702
nri,633370
prd,633072
gnn,631660
krs,631472
uti,631392
tur,630902
rit,630833
daz,630499
nsi,630319
iga,629834
lek,629740
aar,629316
ssg,629124
unt,629089
wrx,628939
sls,628824
slg,628790
boe,628020
anz,627643
pll,627079
uic,626521
jsc,626385
asb,625397
tro,625095
bms,623629
dop,622505
kpa,621995
pem,621526
mgc,621190
suc,620887
wpt,620666
srb,620234
aep,619218
upd,619021
osh,618975
lpc,618540
aos,618279
trc,618198
lor,617806
aem,617035
deu,616226
oca,615984
idt,615846
eqs,615079
eca,615054
ols,614798
tuc,614678
hth,614669
rcc,614560
gsp,614246
bcr,614210
krt,614199
upg,613594
stx,613307
wml,612925
aww,612652
gtc,612546
pbl,612483
pox,612191
ona,611995
pec,611912
oig,611803
ppv,611767
bre,611367
cwd,610875
sib,610749
cct,609807
xfs,609666
npa,609494
mau,608979
dbh,608919
xsd,608377
fsp,608180
hps,608067
spx,607166
rik,606934
mbc,605657
bap,605536
deq,605351
acu,605186
mlc,605015
rtr,604700
bes,604667
mbe,603958
dpm,603947
mur,603811
rmt,603793
mux,603697
dbx,603684
ipl,603377
atf,602904
fld,602661
ggg,602539
icn,602474
ebp,601771
aei,601599
mvs,600634
pce,600597
obp,600156
deo,600132
gds,599782
nme,599717
dey,599591
ltp,599399
bds,599285
svp,599083
hca,599059
hdc,599053
koa,599024
tcr,597813
mpv,597726
noa,597699
bho,597518
fop,597456
tgb,596719
nwa,596229
yon,595677
aur,595581
rhp,595359
cch,595287
gai,594652
sot,594289
ufc,594201
prx,593841
gad,592912
bsi,592340
tua,591973
ney,591751
rda,591607
jmp,591531
dah,591493
apg,591212
kno,591111
alg,591026
bme,591025
cdx,590975
eld,590912
mju,590843
toa,590630
ciw,590553
sez,590466
tth,590057
hei,588814
spt,588151
igm,587832
snf,587755
ewa,587471
dbd,586386
moa,586245
ico,585769
uts,585381
yoo,585163
dgs,585101
pao,584554
awa,584068
plo,583980
psn,583977
csl,582998
wif,582564
yom,582525
tna,582407
gdm,582271
bfd,580969
dae,580763
kei,580138
ndc,579686
dpr,579579
jil,579341
lpi,579331
dsi,578890
pfi,578851
hyn,578754
sno,578594
ucs,578250
lsr,577985
rrc,577711
egp,576257
gte,576107
wbc,576036
mmr,575336
chd,574996
cmv,574906
bfa,573937
pah,573538
mog,573487
lll,573285
ogs,573275
ptt,573266
sfs,573232
mbr,573009
dls,572404
ova,572242
dft,571955
xsp,571933
miu,571739
aoa,571365
uiq,569629
alj,569369
obo,569159
ern,568446
wad,568187
yew,568000
pdx,567723
tnc,567583
cnw,567577
brd,566962
tum,566807
dvc,565635
agb,565260
prt,565232
abm,565218
kgb,565178
kbs,564450
hsm,564365
rsl,564025
lca,563740
rmx,562616
jdm,562431
gij,562258
pnc,562182
mdm,561664
ees,561343
mrt,561306
vgc,560705
nue,560613
hpi,560316
mya,559365
pud,559022
wop,558906
acg,558726
ntc,558432
tok,558304
twd,557433
hdf,557383
cui,557002
cws,556707
kao,556697
tts,556640
kes,556561
sdd,556544
tva,556330
unh,556189
daq,556126
emg,555895
rut,555550
lmc,555093
dht,555062
lmi,555054
dlr,554927
axa,554811
ige,554788
dde,554782
foy,554765
sux,554479
gsl,554438
kyo,554274
rah,554164
ket,553849
ngn,553737
maa,553630
tvw,553599
pez,553186
naa,553087
jit,552933
scl,552680
dmn,552503
bmo,552404
epr,552291
oxy,551839
nca,551426
bwv,551205
ksc,550929
vtr,550864
swg,550808
tir,550789
sff,550689
emd,550023
slk,549941
fet,549806
grb,549358
coq,549154
cpo,549117
tgf,548907
ucr,548040
mxn,547982
bif,547896
otr,547732
xem,547684
hec,547281
sfp,546875
crb,546807
zag,546660
equ,546567
iba,546454
dof,545744
rmc,545127
taz,544519
ocp,544513
luo,544082
dmz,543451
baz,543340
ove,543174
uah,543087
ome,542635
lum,542447
kor,542161
erb,542146
ved,542056
lbo,541962
vpl,541757
rsm,541129
pxi,540995
rez,540579
fid,540082
rua,540078
eoc,539945
bab,539816
qca,539612
ctn,539583
cbl,539513
pdm,538775
zac,538537
tko,538250
maf,537989
rsv,537978
ftm,537921
hbv,537851
eoe,537711
ngs,537619
abo,537387
fmc,536832
dbe,536712
mtx,536193
fsh,535945
pgm,535609
tpm,535433
mgd,535236
nya,535126
vez,535102
sns,534959
gca,534933
spg,534653
quy,534601
odi,533610
ncl,533490
hoi,533312
cng,533304
cxx,532257
abl,531961
sde,531798
fgm,531406
tci,530629
tye,530460
bna,530442
uwa,530440
trx,530364
kuo,530263
dnb,529679
nwi,529648
tce,529500
auc,529396
ert,528900
mcu,528753
moz,528524
rsh,528240
atn,528125
icr,527995
agu,527938
ges,527901
ime,527854
ccf,527604
inu,527318
nob,527204
tpb,527160
wpi,526705
ohh,526430
bsb,526396
mfi,526314
dnd,526224
vss,525957
ugo,525946
gmd,525429
pus,525387
osf,525236
opa,525110
qin,524937
svt,524834
tuo,524720
dme,524502
tns,523866
eri,523854
gdi,523666
csh,522700
sld,522656
edf,522643
pcx,522167
udo,522085
eph,522018
ifr,521993
cbn,521908
rrs,521773
hel,521616
ilm,521579
cbe,521413
csg,521269
ceu,520954
nmi,520555
psm,520529
mpt,520457
erg,520108
nst,519918
kok,519839
nui,519642
jis,519553
pkt,519372
ssx,518414
gsx,518366
ded,518300
vit,518271
sbe,518142
iri,517962
flr,517704
weg,517697
mow,517690
kbd,517613
gce,517480
fpm,517178
nsn,516695
vfw,516630
bld,516545
hcg,516228
blt,516117
npd,515635
hhh,515580
ecp,515274
pcd,514587
ehs,514375
mmo,514303
exo,513966
vme,513780
udb,513687
hmi,513146
tsk,513082
inj,513070
wvu,513046
ugs,512737
pii,512601
dua,512471
rce,511826
vil,511793
clo,511673
wmp,511215
trk,511095
jia,510955
kon,510819
prf,510810
mhs,510645
tlv,510558
fkk,510349
nmh,510301
hsi,510052
oac,509844
evi,509753
jre,509657
inp,508991
pmb,508573
tsi,508151
iab,507849
hao,507844
ntu,507842
pmt,507744
daf,507241
mpe,507157
bsu,506377
tsu,505928
afx,505768
ead,505542
ihc,504955
euc,504875
mdx,504472
onl,504425
abf,504393
roh,504248
ctu,504187
yim,504094
adn,504035
bfg,503884
snm,503757
arl,503659
kts,503594
iar,503343
ldc,503309
iti,503076
fud,502583
hdi,502407
rmk,502290
mgf,502277
nem,502198
tfl,501573
otp,501375
cei,500798
sut,500766
pdq,500576
hor,500550
hba,500269
tbl,500148
fso,500067
rto,500016
jib,499948
tsm,499600
egf,499550
roa,499521
pba,499408
hab,499158
crw,498600
mpo,497486
ocx,497370
ork,497292
gdk,496686
xie,496518
grn,496400
jct,496388
lpr,496147
fal,495847
ila,495837
pul,495593
kea,495514
ahs,495451
dso,495191
imm,494956
lcp,494921
oic,494882
mpp,494769
cte,494769
aki,494322
yng,494135
tew,493976
unl,493791
npl,493777
mfs,493662
gpe,493359
qsl,493203
trd,492869
ajc,492726
yip,492531
dmi,492445
sbi,492388
dmt,492358
nce,492326
bnd,492261
zsh,491991
fpl,491840
mie,491666
nbp,491545
urb,490854
frc,490822
hic,490659
fon,490495
vpi,490467
rtx,490454
ogc,490173
ald,489710
fws,489573
phl,489128
vsa,488843
mgx,488727
msk,488414
iib,488349
dbg,488168
ptf,486666
bch,486589
scd,485828
mch,485754
dvx,485695
aya,485535
gcl,485509
zia,484994
mti,484891
ghd,484663
wps,484351
itf,484245
dyn,483973
cua,483340
nco,483179
rui,482954
haz,482941
maw,482918
eol,482904
ibb,482782
rti,482704
ivo,482453
lts,481880
bcg,481872
voa,481645
bgl,481549
jiu,481526
ipi,481526
ksa,481353
esu,481295
vbs,481291
fes,480788
pkr,480247
tma,480101
cco,479944
mmx,479732
nro,479709
aro,479069
uaw,479022
paf,478741
nxt,478738
nak,478597
unm,478553
tdp,478417
wcw,478163
aor,477606
joi,477278
wci,477255
bbd,477120
hbh,476970
ofa,476911
dcu,476907
ogy,476645
lxr,476142
cce,475517
oni,475473
mtp,475381
rop,475100
ttd,475071
dbf,475013
lge,474747
bnl,474722
aku,474720
dbc,474557
clt,474422
drw,474345
slv,474176
sfi,473963
kas,473827
nfo,473122
crf,473083
rse,472489
cdv,472451
qut,471831
htl,471595
koo,471243
mdb,471151
aag,470887
rpa,470410
vig,470343
mpl,470155
lcg,469895
isv,469832
dpc,469451
idd,468985
gol,468981
ibd,468904
lvd,468751
bpl,468567
etb,468551
rgd,468413
hus,467855
imi,467713
eit,467711
rci,467287
upa,467253
jdj,466434
usg,466285
rsx,466234
fds,466090
sso,465956
etl,465792
mcb,464669
smg,464335
mpx,464330
fhm,464321
lik,464292
hyd,464018
cvc,463881
pav,463656
fsi,463276
osm,463266
trb,462396
ino,462064
ctm,462023
whi,461971
avl,461733
opi,461730
naf,461636
htp,461632
ubb,461597
aso,461489
tui,461356
ebc,460893
sgl,460890
iip,460715
ovc,460623
sbp,460527
nez,460303
tst,460271
hrd,460229
npg,459545
kaz,459404
zhi,459329
egr,459166
taf,459158
lrd,459111
gfi,458952
phu,458804
okt,458151
dhe,458088
ipt,457939
bdt,457901
cyg,457706
hcs,457540
cgt,457246
cbm,457004
bwi,456932
lgf,456724
swi,456708
ghi,456594
lah,456593
cbp,456364
crx,456325
rso,456259
ofm,456090
xsi,456017
lop,455673
bhs,455609
oit,455489
tfs,455307
efx,454821
idb,454792
oms,454710
cze,454524
fsn,453973
rng,453936
mvr,453725
bde,453591
dlx,453546
dtg,453443
tct,453282
tpl,453196
agt,452053
fue,451986
vtp,451761
wmo,451313
ewe,451269
efc,451227
stg,450874
sug,450640
sva,450491
ssd,450121
loy,449994
kml,449833
etd,449732
eto,449388
dfg,449251
jef,448917
dcm,448746
bgs,448631
flt,448208
ucp,448023
opr,448006
lrg,447224
mhp,447028
kel,446564
aly,445841
gul,445834
ahn,445751
trw,445734
lbl,445694
nsr,445487
jaz,445472
mge,445133
mfp,444805
hrk,444357
hnl,444061
niu,443590
obe,443549
nef,443003
icl,442982
xul,442861
nti,442832
ecw,442817
vrs,442547
htg,442457
dcf,442381
ooc,442273
csw,441760
wbt,441704
fom,441592
lif,441524
kdc,441226
mwh,441178
gip,441133
jes,440715
fpa,440554
tof,440266
lpd,440254
ldv,440051
aiu,439983
brs,439969
gtg,439667
omr,439577
tfc,439460
imt,439319
sdg,438700
aja,438600
eaa,438517
veb,438466
xpc,438340
wta,438231
ulf,438217
cvm,438170
fma,438014
rcm,437788
iap,437614
prg,437424
trn,437327
nse,436918
hfc,436745
snk,436638
nrm,436618
nfa,435918
swp,435834
aup,435655
gor,435619
aop,435353
pry,435315
jmd,435058
igi,434985
rmp,434785
pdo,434492
ddi,434308
gdr,433447
pqi,433403
orm,433362
orl,433077
glp,432317
rau,432012
cmb,431918
nqa,431847
elp,431809
itx,431576
bpd,431202
kkk,431190
oed,431030
vnd,430981
csx,430947
pth,430123
eic,429956
pvs,429670
jal,429633
vtk,429556
dct,429463
ope,428831
eci,428771
lsl,427751
srg,427342
uvm,427048
hcp,427002
ual,426932
pil,426520
tht,426491
mde,426418
ews,426379
jrs,426253
pco,425655
vma,425310
uwb,425108
fib,425079
ail,425046
cfi,424228
teo,423324
mwc,423070
vcu,423037
jrc,422745
gir,422711
rdc,422524
jod,422508
bih,422470
glc,422198
sfn,422120
bks,421770
usu,421601
ues,421429
uvc,421269
bbr,420787
iie,420027
scg,419864
shr,419703
aaj,419650
asq,419598
ilc,419471
enw,419430
tpr,419320
fhs,419143
jeg,418958
ecl,418912
ogo,418506
ilk,418335
ose,418334
mks,418134
gpx,417912
wtp,417434
scn,417426
cig,417355
bma,416906
pkc,416635
dov,416621
ndt,416597
lrs,416463
fpu,416431
fts,416406
tev,416022
dwr,415995
aoe,415846
cgs,415761
mra,415743
ery,415737
tpi,415691
ecr,415587
vdd,415469
suk,415330
ltv,415153
sgr,414941
evp,414437
hwa,414049
xxv,413700
nns,413536
pmd,413528
rfd,413475
rsd,413427
ror,413346
oks,413176
mlp,413040
bnm,412876
bga,412831
imd,412591
dfo,412588
swr,412324
tta,412008
rdp,411949
ldr,411830
bly,411715
pbr,411627
ctt,411624
kyi,411579
hwn,410977
bem,410955
dth,410927
hyp,410705
sll,410371
acb,410199
bey,410167
rif,409974
neb,409963
sef,409819
lcm,409677
bof,409518
asv,409390
xue,409280
tbi,409273
jcc,409243
pge,409154
pfu,408790
frp,408625
jot,408537
rwd,408532
mpd,408180
fez,407957
mdg,407778
wbs,407715
psb,407684
sks,407591
rtt,407430
pvm,407356
ksu,407352
kph,407273
pdl,407271
gle,407124
apd,406846
lbj,406825
stf,406676
htf,406610
iid,406535
ccb,406237
mgb,406185
tdr,406150
mpr,405704
uhh,405606
tmj,405562
arn,405529
wls,405452
hag,405406
gcj,405227
bbe,405212
unb,405107
sws,405097
wry,404923
dcl,404733
igo,404541
rlc,404344
mva,404139
slb,403671
mct,403394
hls,403355
wsp,402947
bul,402345
rba,402199
fst,401859
taa,401659
hbr,401568
apu,401349
vio,401102
suu,400833
mtf,400445
hil,399886
eze,399673
gmx,399593
sak,399335
slu,399313
uas,399128
nde,398814
brc,398617
eip,398559
uhm,398515
pjm,398315
ddl,398291
aau,397385
nmc,397326
anl,397025
psg,396784
qar,396529
vad,396259
cwm,396152
ccw,396009
cyn,395768
yeo,395405
wmi,395134
tov,394832
mdp,394512
umi,394502
cdb,394363
ruc,394347
cya,394273
dhc,394161
mno,394128
irn,393959
efs,393842
auk,393838
bsr,393730
tlp,393597
lle,393554
nla,393425
nsx,392984
jud,392966
jcr,392589
ebs,392400
jlo,392354
qso,392204
skf,392073
vct,391957
ihn,391887
joh,391830
bax,391604
gcg,391524
kom,391309
dfl,391080
lpa,391074
dtt,391008
mmu,390761
cpb,390415
lsm,390396
lba,389965
swa,389580
coi,389505
rfs,389440
udf,389403
bvi,389178
nau,389167
wss,389131
dyk,389044
dlg,388982
edx,388948
khu,388758
nfb,388721
clu,388678
gsr,388477
rct,388446
usi,388415
kcl,388232
kva,388180
gob,387903
elc,387722
psl,387515
edg,387003
grs,386875
iaf,386760
hds,386329
iad,386314
wtd,386219
loh,386190
vpc,386067
ppr,386061
fjd,385978
aad,385538
vci,385366
nlc,384798
oli,384647
cnf,384612
egm,384432
rtm,384414
mmi,384232
mof,384115
itl,384063
icg,383689
shg,383572
cyr,383307
vce,383291
rcn,383146
tnd,383047
tbn,382986
pbc,382943
ptp,382937
grc,382533
npp,381958
ogm,381856
bpi,381753
kst,381709
bip,381626
drv,381526
ufs,380715
ubl,380672
kwd,380248
trg,379916
zmk,379764
cld,379573
ekg,379471
hda,379164
dus,379015
twl,378821
etx,378817
wsc,378753
irp,378587
msh,378434
trt,378422
ncd,378019
luk,377968
awb,377769
nta,377746
bfs,377713
ttp,377706
hwg,377562
dfe,377495
qnx,377256
srx,377236
uli,377227
oto,377176
uav,377174
